SETOR;TRABALHO;PECA;TEMPO
POLIMENTO;22 - CLASSIFICAR PEÇA RECUPERAÇÃO;XL0003;1.15
POLIMENTO;22 - CLASSIFICAR PEÇA RECUPERAÇÃO;XM0000;1.3
POLIMENTO;22 - CLASSIFICAR PEÇA RECUPERAÇÃO;XM0002;0.8
POLIMENTO;22 - CLASSIFICAR PEÇA RECUPERAÇÃO;XM0005;0.795
POLIMENTO;22 - CLASSIFICAR PEÇA RECUPERAÇÃO;BE0176;0.538
POLIMENTO;22 - CLASSIFICAR PEÇA RECUPERAÇÃO;CE0001;1.1
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;SE0045;1.166
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;DE0159;2
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;DP0087;1.707
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;CP0089;1.129
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;TE0156;2.187
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;TE0155;2.121
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;CP0090;1.521
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;DM1051;2.258
POLIMENTO;23 - LIXAMENTO DE PEÇA AUTO;CE0160;1.4
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0001;0.473
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BM0006;1.1
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EM0008;0.5
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EE0013;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0003;0.15
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0002;0.145
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0004;0.145
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XM0000;0.353
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XM0001;0.353
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0042;0.271
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CL0001;0.292
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0040;0.253
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0041;0.298
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BE0176;0.213
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BE0177;0.204
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BP0178;0.199
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BP0179;0.192
GALVÂNICA;02 - CARREGAR GANCHEIRAS;DM1051;0.128
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XL0001;0.32
GALVÂNICA;02 - CARREGAR GANCHEIRAS;ML0001;0.228
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BM0001;0.235
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XL0002;0.32
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XM0002;0.473
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0000;0.473
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0001;0.347
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XL0003;0.32
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0005;0.347
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0160;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0161;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CP0089;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CP0090;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;DE0159;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;DP0087;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;TE0155;0.127
GALVÂNICA;02 - CARREGAR GANCHEIRAS;TE0156;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;TE0200;0.22
GALVÂNICA;02 - CARREGAR GANCHEIRAS;TP0088;0.172
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XE0158;0.353
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XE0208;0.353
GALVÂNICA;02 - CARREGAR GANCHEIRAS;TE0187;0.334
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XM0005;0.139
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0031;0.127
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0033;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0030;0.127
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0032;0.121
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EP0003;0.131
GALVÂNICA;02 - CARREGAR GANCHEIRAS;SE0045;0.271
GALVÂNICA;02 - CARREGAR GANCHEIRAS;SE0046;0.298
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CE0002;0.473
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XE0159;0.353
GALVÂNICA;02 - CARREGAR GANCHEIRAS;SE0043;0.271
GALVÂNICA;02 - CARREGAR GANCHEIRAS;SE0044;0.271
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EP0001;0.5
GALVÂNICA;02 - CARREGAR GANCHEIRAS;XE0160;0.3
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EM0000;0.5
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0010;0.5
GALVÂNICA;02 - CARREGAR GANCHEIRAS;SE0047;0.253
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EE0017;0.388
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BM0003;0.426
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0008;0.347
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0009;0.2
GALVÂNICA;02 - CARREGAR GANCHEIRAS;CM0007;0.2
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BM0007;0.2
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EM0006;0.05
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EM0007;0.5
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EE0018;0.225
GALVÂNICA;02 - CARREGAR GANCHEIRAS;EE0019;0.3
GALVÂNICA;02 - CARREGAR GANCHEIRAS;BP0181;0.1
GALVÂNICA;03 - DECAPAR PEÇA;CE0160;0.403
GALVÂNICA;03 - DECAPAR PEÇA;CE0161;0.402
GALVÂNICA;03 - DECAPAR PEÇA;SE0046;1
GALVÂNICA;03 - DECAPAR PEÇA;CP0089;0.401
GALVÂNICA;03 - DECAPAR PEÇA;CP0090;0.4
GALVÂNICA;03 - DECAPAR PEÇA;DE0159;0.401
GALVÂNICA;03 - DECAPAR PEÇA;DP0087;0.407
GALVÂNICA;03 - DECAPAR PEÇA;TE0155;0.42
GALVÂNICA;03 - DECAPAR PEÇA;TE0156;0.403
GALVÂNICA;03 - DECAPAR PEÇA;TE0200;0.429
GALVÂNICA;03 - DECAPAR PEÇA;TP0088;0.409
GALVÂNICA;03 - DECAPAR PEÇA;XE0158;0.75
GALVÂNICA;03 - DECAPAR PEÇA;XE0208;0.748
GALVÂNICA;03 - DECAPAR PEÇA;TE0187;0.431
GALVÂNICA;03 - DECAPAR PEÇA;XM0005;0.412
GALVÂNICA;03 - DECAPAR PEÇA;CM0003;0.411
GALVÂNICA;03 - DECAPAR PEÇA;CM0002;0.43
GALVÂNICA;03 - DECAPAR PEÇA;CM0004;0.42
GALVÂNICA;03 - DECAPAR PEÇA;XM0000;0.75
GALVÂNICA;03 - DECAPAR PEÇA;XM0001;0.75
GALVÂNICA;03 - DECAPAR PEÇA;CL0001;0.753
GALVÂNICA;03 - DECAPAR PEÇA;CE0041;1
GALVÂNICA;03 - DECAPAR PEÇA;CE0042;0.834
GALVÂNICA;03 - DECAPAR PEÇA;DM1051;0.422
GALVÂNICA;03 - DECAPAR PEÇA;CE0040;1.107
GALVÂNICA;03 - DECAPAR PEÇA;BE0176;1.064
GALVÂNICA;03 - DECAPAR PEÇA;BE0177;1.064
GALVÂNICA;03 - DECAPAR PEÇA;BP0178;1.063
GALVÂNICA;03 - DECAPAR PEÇA;BP0179;1.063
GALVÂNICA;03 - DECAPAR PEÇA;ML0001;1.198
GALVÂNICA;03 - DECAPAR PEÇA;BM0001;0.57
GALVÂNICA;03 - DECAPAR PEÇA;CM0000;0.751
GALVÂNICA;03 - DECAPAR PEÇA;XM0002;1.198
GALVÂNICA;03 - DECAPAR PEÇA;XL0002;0.753
GALVÂNICA;03 - DECAPAR PEÇA;XL0003;0.753
GALVÂNICA;03 - DECAPAR PEÇA;CM0001;0.417
GALVÂNICA;03 - DECAPAR PEÇA;CM0005;0.417
GALVÂNICA;03 - DECAPAR PEÇA;CE0001;1.198
GALVÂNICA;03 - DECAPAR PEÇA;CE0031;0.42
GALVÂNICA;03 - DECAPAR PEÇA;CE0030;0.42
GALVÂNICA;03 - DECAPAR PEÇA;CE0032;0.403
GALVÂNICA;03 - DECAPAR PEÇA;CE0033;0.4
GALVÂNICA;03 - DECAPAR PEÇA;SE0047;1.107
GALVÂNICA;03 - DECAPAR PEÇA;CE0002;1.198
GALVÂNICA;03 - DECAPAR PEÇA;XE0159;0.75
GALVÂNICA;03 - DECAPAR PEÇA;XL0001;0.753
GALVÂNICA;03 - DECAPAR PEÇA;SE0045;0.834
GALVÂNICA;03 - DECAPAR PEÇA;SE0043;1.103
GALVÂNICA;03 - DECAPAR PEÇA;SE0044;1.103
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;CE0041;0.417
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;BM0001;0.4
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;CE0040;0.327
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;UM0003;0.437
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;SE0043;1.3
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;XL0002;0.4
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;SE0045;0.327
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;SE0046;0.417
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;XL0001;0.4
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;SE0044;1.3
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;SE0047;0.327
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;BM0003;0.417
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;BM0006;0.417
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;BP0181;0.417
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;BM0005;0.417
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;BM0007;0.417
GALVÂNICA;06 - REMOÇÃO DE FLUXO DE SOLDA;CE0042;0.327
GALVÂNICA;07 - REMOÇÃO DE ÓLEO DA DOBRA;UM0004;1.3
GALVÂNICA;07 - REMOÇÃO DE ÓLEO DA DOBRA;BM0001;0.466
GALVÂNICA;07 - REMOÇÃO DE ÓLEO DA DOBRA;UM0002;0.31
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XE0208;0.769
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;TE0187;1.074
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XM0005;1.111
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0003;0.813
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0002;0.897
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0004;0.82
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XM0000;0.769
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XM0001;0.82
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XE0158;0.769
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0160;0.4
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0161;0.813
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CP0089;0.29
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;DE0159;0.287
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;DP0087;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;TE0155;0.327
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;TE0156;0.255
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;TE0200;0.581
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;TP0088;0.545
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;DM1051;0.82
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0040;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0041;0.974
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BE0177;0.641
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BE0176;0.641
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0042;0.729
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BP0179;0.635
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CL0001;1.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BM0001;1.129
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;ML0001;0.871
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XM0002;2.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BP0178;0.635
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XL0002;1.1
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0000;1.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XL0003;2.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CP0090;0.199
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0005;1.207
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0001;0.4
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;SE0045;0.729
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;SE0046;0.974
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0032;0.4
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0031;0.327
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0033;0.199
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EP0003;0.463
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;SE0044;0.701
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XE0159;0.712
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;SE0043;0.701
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XL0001;2.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EM0008;0.09
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EE0019;0.4
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BM0006;0.7
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0008;0.152
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EM0007;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EP0001;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EM0006;0.168
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0030;0.327
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;SE0047;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EE0017;0.583
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0007;0.25
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0009;0.2
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BM0007;0.2
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;XE0160;0.4
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BP0180;0.1
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;BP0181;0.729
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EE0018;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CM0010;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;EE0013;0.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0001;2.5
GALVÂNICA;08 - CLASSIFICAR PEÇA BOA;CE0002;2.5
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BP0181;0.05
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0004;0.82
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CP0089;0.374
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CP0090;0.338
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;DM1051;0.82
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;DP0087;0.813
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;TE0187;0.911
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;TE0200;0.594
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XE0158;0.901
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XE0208;0.901
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XM0005;1.361
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BP0178;0.584
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0161;0.813
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0002;0.781
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;DE0159;0.442
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;TP0088;0.781
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XM0000;0.901
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XM0001;0.813
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0041;0.911
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BE0176;0.599
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BE0177;0.599
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0160;0.52
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0040;0.6
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0003;0.813
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BM0001;1.39
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XL0001;2.7
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;TE0156;0.519
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XM0002;2.7
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0000;1.8
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;TE0155;0.589
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XL0002;1.2
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0001;0.52
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0005;1.434
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XL0003;2.7
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;SE0043;0.856
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0030;0.589
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0032;0.52
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0033;0.338
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0031;0.589
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;SE0046;0.911
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;SE0047;0.6
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XE0159;1.215
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BP0179;0.584
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0042;0.686
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0001;2.7
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;SE0044;0.856
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CL0001;1.8
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;ML0001;1.031
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;EE0018;0.5
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;EP0001;0.5
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;EM0007;0.5
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0008;0.15
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0007;0.4
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BM0007;1.1
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0010;0.5
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;BM0006;0.7
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;SE0045;0.686
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CM0009;0.2
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;EM0006;0.4
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;XE0160;0.4
GALVÂNICA;09 - CLASSIFICAR PEÇA REFUGO;CE0002;2.7
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0001;0.399
GALVÂNICA;10 - CARREGAR MÁQUINA;EE0018;0.265
GALVÂNICA;10 - CARREGAR MÁQUINA;EM0007;0.5
GALVÂNICA;10 - CARREGAR MÁQUINA;EE0019;0.3
GALVÂNICA;10 - CARREGAR MÁQUINA;EM0006;0.05
GALVÂNICA;10 - CARREGAR MÁQUINA;BM0006;1.2
GALVÂNICA;10 - CARREGAR MÁQUINA;EM0000;0.5
GALVÂNICA;10 - CARREGAR MÁQUINA;EM0008;0.5
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0010;0.5
GALVÂNICA;10 - CARREGAR MÁQUINA;SE0046;0.611
GALVÂNICA;10 - CARREGAR MÁQUINA;EE0017;0.005
GALVÂNICA;10 - CARREGAR MÁQUINA;BM0003;0.2
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0008;0.228
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0009;0.2
GALVÂNICA;10 - CARREGAR MÁQUINA;BM0007;0.2
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0007;0.2
GALVÂNICA;10 - CARREGAR MÁQUINA;XE0160;0.2
GALVÂNICA;10 - CARREGAR MÁQUINA;BP0181;0.633
GALVÂNICA;10 - CARREGAR MÁQUINA;EP0001;0.5
GALVÂNICA;10 - CARREGAR MÁQUINA;EE0013;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;SE0047;0.517
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0033;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0032;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0030;0.107
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0031;0.107
GALVÂNICA;10 - CARREGAR MÁQUINA;EP0003;0.005
GALVÂNICA;10 - CARREGAR MÁQUINA;SE0045;0.633
GALVÂNICA;10 - CARREGAR MÁQUINA;XE0159;0.567
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0002;0.399
GALVÂNICA;10 - CARREGAR MÁQUINA;ML0001;0.199
GALVÂNICA;10 - CARREGAR MÁQUINA;TE0200;0.089
GALVÂNICA;10 - CARREGAR MÁQUINA;XE0158;0.567
GALVÂNICA;10 - CARREGAR MÁQUINA;XM0000;0.567
GALVÂNICA;10 - CARREGAR MÁQUINA;XM0005;0.292
GALVÂNICA;10 - CARREGAR MÁQUINA;TE0156;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;TE0187;0.359
GALVÂNICA;10 - CARREGAR MÁQUINA;TP0088;0.266
GALVÂNICA;10 - CARREGAR MÁQUINA;XL0001;0.464
GALVÂNICA;10 - CARREGAR MÁQUINA;XM0002;0.399
GALVÂNICA;10 - CARREGAR MÁQUINA;XL0002;0.464
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0041;0.611
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0161;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0005;0.228
GALVÂNICA;10 - CARREGAR MÁQUINA;CP0090;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;XE0208;0.567
GALVÂNICA;10 - CARREGAR MÁQUINA;XM0001;0.567
GALVÂNICA;10 - CARREGAR MÁQUINA;XL0003;0.464
GALVÂNICA;10 - CARREGAR MÁQUINA;SE0044;0.633
GALVÂNICA;10 - CARREGAR MÁQUINA;SE0043;0.633
GALVÂNICA;10 - CARREGAR MÁQUINA;BE0177;0.15
GALVÂNICA;10 - CARREGAR MÁQUINA;BP0178;0.15
GALVÂNICA;10 - CARREGAR MÁQUINA;BP0179;0.156
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0000;0.399
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0001;0.228
GALVÂNICA;10 - CARREGAR MÁQUINA;DP0087;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;BE0176;0.38
GALVÂNICA;10 - CARREGAR MÁQUINA;BM0001;0.315
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0040;0.517
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0042;0.633
GALVÂNICA;10 - CARREGAR MÁQUINA;CE0160;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;CL0001;0.486
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0002;0.223
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0003;0.284
GALVÂNICA;10 - CARREGAR MÁQUINA;CM0004;0.223
GALVÂNICA;10 - CARREGAR MÁQUINA;CP0089;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;DE0159;0.09
GALVÂNICA;10 - CARREGAR MÁQUINA;DM1051;0.084
GALVÂNICA;10 - CARREGAR MÁQUINA;TE0155;0.107
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;BM0003;0.15
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;XM0005;1.361
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;BM0006;0.7
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;CM0008;0.15
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;EM0008;0.9
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;EP0001;0.5
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;SE0047;0.6
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;EM0006;0.125
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;EE0018;0.5
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;SE0044;0.675
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;CE0001;2.5
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;SE0045;0.675
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;CE0031;0.589
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;CE0030;0.589
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;CE0032;0.52
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;CE0033;0.199
GALVÂNICA;12 - CLASSIFICAR PEÇA RECUPERAÇÃO;SE0046;0.675
