SETOR;TRABALHO;PECA;TEMPO
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0031;2
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XM0001;1.19
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0030;2
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XL0003;1.2
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0001;1.227
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XE0159;1.304
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0002;1.227
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XE0002;0.488
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0033;3
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;DM1051;0.679
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CL0001;1.2
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XL0001;1.207
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XM0002;1.944
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CM0000;1.944
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CM0001;0.6
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CM0005;0.6
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XE0001;0.949
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0160;0.468
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0161;0.6
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CP0089;0.454
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CP0090;0.488
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;DE0159;0.52
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;DP0087;0.6
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;TE0155;0.649
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;TE0156;0.428
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;TE0200;1.227
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;TP0088;0.632
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XE0158;1.304
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XE0208;1.695
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;TE0187;1.105
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XM0005;0.4
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CM0003;0.6
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CM0002;1.035
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CM0004;0.95
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;XM0000;1.19
FUNDIÇÃO;02 - FUNDIR MACHO DE AREIA;CE0032;1.4
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CE0031;0.3
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CM0002;0.9
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CM0005;0.4
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;XE0001;0.374
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;XE0159;0.5
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CE0032;0.5
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CE0033;0.5
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CL0001;0.5
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;XL0001;0.8
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;XM0002;0.8
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CM0001;0.16
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CM0000;0.2
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;XE0158;0.4
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CE0161;0.16
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CP0089;0.3
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;TE0156;1
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;TP0088;0.5
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;XE0208;1.5
FUNDIÇÃO;03 - ACABAR MACHO DE AREIA;CE0030;0.5
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0001;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;TE0156;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XE0159;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XE0002;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0002;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0032;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0033;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;DM1051;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CL0001;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XL0001;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CM0001;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XM0002;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CM0000;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XL0003;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CM0005;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XE0001;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;TE0200;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;TP0088;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XE0158;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XE0208;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;TE0187;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XM0005;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CM0003;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CM0002;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CM0004;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XM0000;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;XM0001;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0160;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0161;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CP0089;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CP0090;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;DE0159;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;DP0087;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;TE0155;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0031;30
FUNDIÇÃO;04 - TROCA DE PRODUTO MACHO DE AREIA;CE0030;30
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0033;0.916
FUNDIÇÃO;05 - FUNDIR PEÇA;XM0001;3.15
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0031;1.35
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0032;0.652
FUNDIÇÃO;05 - FUNDIR PEÇA;XE0001;0.788
FUNDIÇÃO;05 - FUNDIR PEÇA;XL0003;2.041
FUNDIÇÃO;05 - FUNDIR PEÇA;XE0159;2.2
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0002;2.039
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0001;2.039
FUNDIÇÃO;05 - FUNDIR PEÇA;XE0002;0.786
FUNDIÇÃO;05 - FUNDIR PEÇA;DM1051;0.621
FUNDIÇÃO;05 - FUNDIR PEÇA;CL0001;2.2
FUNDIÇÃO;05 - FUNDIR PEÇA;XL0001;2.041
FUNDIÇÃO;05 - FUNDIR PEÇA;CM0001;0.743
FUNDIÇÃO;05 - FUNDIR PEÇA;XM0002;2.627
FUNDIÇÃO;05 - FUNDIR PEÇA;CM0000;2.627
FUNDIÇÃO;05 - FUNDIR PEÇA;CM0005;1.069
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0160;0.558
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0161;0.939
FUNDIÇÃO;05 - FUNDIR PEÇA;CP0089;0.476
FUNDIÇÃO;05 - FUNDIR PEÇA;CP0090;0.798
FUNDIÇÃO;05 - FUNDIR PEÇA;DE0159;0.45
FUNDIÇÃO;05 - FUNDIR PEÇA;DP0087;0.592
FUNDIÇÃO;05 - FUNDIR PEÇA;TE0155;0.706
FUNDIÇÃO;05 - FUNDIR PEÇA;TE0156;0.558
FUNDIÇÃO;05 - FUNDIR PEÇA;TE0200;2.039
FUNDIÇÃO;05 - FUNDIR PEÇA;TP0088;1.315
FUNDIÇÃO;05 - FUNDIR PEÇA;XE0158;2.869
FUNDIÇÃO;05 - FUNDIR PEÇA;XE0208;2.655
FUNDIÇÃO;05 - FUNDIR PEÇA;TE0187;2.026
FUNDIÇÃO;05 - FUNDIR PEÇA;XM0005;0.854
FUNDIÇÃO;05 - FUNDIR PEÇA;CM0003;0.743
FUNDIÇÃO;05 - FUNDIR PEÇA;CM0002;0.743
FUNDIÇÃO;05 - FUNDIR PEÇA;CM0004;0.743
FUNDIÇÃO;05 - FUNDIR PEÇA;XM0000;3.143
FUNDIÇÃO;05 - FUNDIR PEÇA;CE0030;1.35
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0001;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0031;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0033;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CM0005;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XE0001;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XE0159;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0002;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XE0002;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0030;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0032;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;DM1051;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XL0001;45
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XM0002;45
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CM0000;45
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CL0001;45
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XL0003;45
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0160;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CE0161;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CP0089;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CP0090;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;DE0159;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;DP0087;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;TE0155;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;TE0156;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;TE0200;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;TP0088;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XE0158;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XE0208;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;TE0187;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XM0005;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CM0003;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CM0002;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;CM0004;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XM0000;60
FUNDIÇÃO;07 - TROCA DE PRODUTO FUNDIÇÃO;XM0001;60
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0030;0.086
FUNDIÇÃO;08 - GRANALHAR PEÇA;TE0156;0.057
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0032;0.086
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0033;0.052
FUNDIÇÃO;08 - GRANALHAR PEÇA;XE0159;0.299
FUNDIÇÃO;08 - GRANALHAR PEÇA;XE0002;0.1
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0031;0.074
FUNDIÇÃO;08 - GRANALHAR PEÇA;CM0003;0.132
FUNDIÇÃO;08 - GRANALHAR PEÇA;CM0002;0.046
FUNDIÇÃO;08 - GRANALHAR PEÇA;CM0004;0.046
FUNDIÇÃO;08 - GRANALHAR PEÇA;XM0000;0.366
FUNDIÇÃO;08 - GRANALHAR PEÇA;XM0001;0.248
FUNDIÇÃO;08 - GRANALHAR PEÇA;CL0001;0.141
FUNDIÇÃO;08 - GRANALHAR PEÇA;DM1051;0.048
FUNDIÇÃO;08 - GRANALHAR PEÇA;XL0001;0.4
FUNDIÇÃO;08 - GRANALHAR PEÇA;CM0001;0.086
FUNDIÇÃO;08 - GRANALHAR PEÇA;XM0002;0.299
FUNDIÇÃO;08 - GRANALHAR PEÇA;CM0000;0.299
FUNDIÇÃO;08 - GRANALHAR PEÇA;XL0003;0.4
FUNDIÇÃO;08 - GRANALHAR PEÇA;CM0005;0.086
FUNDIÇÃO;08 - GRANALHAR PEÇA;XE0001;0.086
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0160;0.086
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0161;0.07
FUNDIÇÃO;08 - GRANALHAR PEÇA;CP0089;0.074
FUNDIÇÃO;08 - GRANALHAR PEÇA;CP0090;0.052
FUNDIÇÃO;08 - GRANALHAR PEÇA;DE0159;0.048
FUNDIÇÃO;08 - GRANALHAR PEÇA;DP0087;0.046
FUNDIÇÃO;08 - GRANALHAR PEÇA;TE0155;0.08
FUNDIÇÃO;08 - GRANALHAR PEÇA;TE0200;0.132
FUNDIÇÃO;08 - GRANALHAR PEÇA;TP0088;0.127
FUNDIÇÃO;08 - GRANALHAR PEÇA;XE0158;0.299
FUNDIÇÃO;08 - GRANALHAR PEÇA;XE0208;0.184
FUNDIÇÃO;08 - GRANALHAR PEÇA;TE0187;0.189
FUNDIÇÃO;08 - GRANALHAR PEÇA;XM0005;0.033
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0001;0.132
FUNDIÇÃO;08 - GRANALHAR PEÇA;CE0002;0.132
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XE0208;1.108
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;TE0187;1.283
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XM0005;0.187
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CM0003;0.701
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CM0002;0.8
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CM0004;0.8
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XM0000;1.3
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XM0001;0.9
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0031;0.384
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0032;0.4
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0033;0.335
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0030;0.4
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XE0001;0.45
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XE0159;1.2
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XE0002;0.58
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0160;0.4
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0161;0.457
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CP0090;0.335
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;DE0159;0.316
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;DP0087;0.416
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;TE0155;0.535
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;DM1051;0.416
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CL0001;1.5
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XL0001;1.2
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CM0001;0.45
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XM0002;0.538
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CM0000;0.538
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XL0003;1.2
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CM0005;1.2
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CP0089;0.384
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;TE0156;0.443
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;TE0200;1.276
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;TP0088;1
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;XE0158;1.2
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0002;1.276
FUNDIÇÃO;09 - SERRAR CORPO FUNDIDO;CE0001;1.276
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;XM0000;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;XE0208;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;TP0088;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CM0005;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CM0000;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;XM0002;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;XL0001;0.6
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CL0001;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;XE0159;0.2
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;XM0005;0.3
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CM0001;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CE0001;0.7
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CE0002;0.7
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CM0003;0.5
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;TE0187;0.7
FUNDIÇÃO;10 - PINTAR MACHO DE AREIA;CM0002;0.5
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CM0001;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CM0000;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XL0002;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CM0005;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XE0001;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XL0003;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XE0159;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CE0001;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CE0002;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CE0160;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CE0161;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CP0089;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CP0090;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;DE0159;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;DP0087;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;TE0155;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;TE0156;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;TE0200;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;TP0088;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XE0158;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XE0208;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;TE0187;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XM0005;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CM0003;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CM0002;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CM0004;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XM0000;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XM0001;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;DM1051;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;CL0001;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XL0001;210
USINAGEM;02 - TROCA DE PRODUTO USINAGEM;XM0002;210
USINAGEM;03 - USINAR VICTOR;CE0030;1.32
USINAGEM;03 - USINAR VICTOR;XL0001;0.945
USINAGEM;03 - USINAR VICTOR;CE0032;1.27
USINAGEM;03 - USINAR VICTOR;CE0033;1.14
USINAGEM;03 - USINAR VICTOR;XE0160;1.39
USINAGEM;03 - USINAR VICTOR;CM0001;1.45
USINAGEM;03 - USINAR VICTOR;XM0002;4.06
USINAGEM;03 - USINAR VICTOR;XL0002;1.08
USINAGEM;03 - USINAR VICTOR;CM0000;1.33
USINAGEM;03 - USINAR VICTOR;XL0003;2.22
USINAGEM;03 - USINAR VICTOR;CM0005;2.15
USINAGEM;03 - USINAR VICTOR;XE0001;2.76
USINAGEM;03 - USINAR VICTOR;XE0159;2.22
USINAGEM;03 - USINAR VICTOR;CE0002;2.85
USINAGEM;03 - USINAR VICTOR;CE0001;2.85
USINAGEM;03 - USINAR VICTOR;XE0002;1.27
USINAGEM;03 - USINAR VICTOR;XM0005;1.76
USINAGEM;03 - USINAR VICTOR;TE0200;1.19
USINAGEM;03 - USINAR VICTOR;CE0160;1.71
USINAGEM;03 - USINAR VICTOR;CE0161;1.28
USINAGEM;03 - USINAR VICTOR;CP0089;1.27
USINAGEM;03 - USINAR VICTOR;CP0090;1.11
USINAGEM;03 - USINAR VICTOR;DE0159;1.27
USINAGEM;03 - USINAR VICTOR;DP0087;1.06
USINAGEM;03 - USINAR VICTOR;TE0155;0.61
USINAGEM;03 - USINAR VICTOR;TE0156;0.78
USINAGEM;03 - USINAR VICTOR;TP0088;1.48
USINAGEM;03 - USINAR VICTOR;XE0158;2.39
USINAGEM;03 - USINAR VICTOR;XE0208;1.67
USINAGEM;03 - USINAR VICTOR;TE0187;1.39
USINAGEM;03 - USINAR VICTOR;CM0003;1.7
USINAGEM;03 - USINAR VICTOR;CM0002;1.58
USINAGEM;03 - USINAR VICTOR;CM0004;1.33
USINAGEM;03 - USINAR VICTOR;XM0000;2.76
USINAGEM;03 - USINAR VICTOR;XM0001;3.31
USINAGEM;03 - USINAR VICTOR;DM1051;1.39
USINAGEM;03 - USINAR VICTOR;CL0001;1.37
USINAGEM;03 - USINAR VICTOR;CE0031;1.32
USINAGEM;04 - REMOÇÃO DE CAVACO;EM0006;0.466
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0033;0.72
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XE0160;0.72
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0030;0.72
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0031;0.72
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0032;0.72
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CM0003;0.829
USINAGEM;05 - TESTE DE ESTANQUEIDADE;ML0001;0.336
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XM0002;1.538
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CM0002;0.829
USINAGEM;05 - TESTE DE ESTANQUEIDADE;TE0155;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0161;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CL0001;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CM0004;0.829
USINAGEM;05 - TESTE DE ESTANQUEIDADE;DM1051;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XL0002;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CM0000;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CP0090;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;DE0159;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;DP0087;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;TE0156;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;TE0187;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;TE0200;1.538
USINAGEM;05 - TESTE DE ESTANQUEIDADE;TP0088;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XE0158;1.893
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XE0208;1.893
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XL0001;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XM0000;1.893
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XM0001;1.893
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XM0005;0.829
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CM0001;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XL0003;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CM0005;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XE0001;1.35
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XE0159;1.893
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0001;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0002;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;XE0002;1.35
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CE0160;0.846
USINAGEM;05 - TESTE DE ESTANQUEIDADE;CP0089;0.846
USINAGEM;07 - USINAR MB52;XL0004;3.8
USINAGEM;07 - USINAR MB52;EE0018;1.75
USINAGEM;07 - USINAR MB52;CM0010;4.666
USINAGEM;07 - USINAR MB52;EE0010;4.375
USINAGEM;07 - USINAR MB52;CE0003;0.63
USINAGEM;07 - USINAR MB52;EE0000;5.384
USINAGEM;07 - USINAR MB52;CE0426;0.85
USINAGEM;07 - USINAR MB52;ML0001;3.04
USINAGEM;07 - USINAR MB52;EM0002;3.888
USINAGEM;07 - USINAR MB52;EM0008;1.75
USINAGEM;07 - USINAR MB52;EP0006;1.75
USINAGEM;08 - USINAR 4212;EP0004;1
